 102	Powszechna Kasa Oszcz©dnoci Bank Polski SA                                                                                                 	                                                                                                    	102, 144                                          	10201026	Oddzia 2 w Warszawie                                                                                                                       	PKO O.2        	Warszawa                      	ul.Mickiewicza 25                       	01-551	Warszawa                      	3     	-     	22          	525-54-70           	525-54-48           	525-54-35           	                    	1956-02-15	BPKOPLPWXXX	BPKOPLPWXXX	www.pkobp.pl                                      	mazowieckie           	Warszawa                 	                              	                                        	      	                              	      	      	  0	10200003
 102	Powszechna Kasa Oszcz©dnoci Bank Polski SA                                                                                                 	                                                                                                    	102, 144                                          	10201042	Oddzia 4 w Warszawie                                                                                                                       	PKO O.4        	Warszawa                      	ul.Targowa 42                           	03-733	Warszawa                      	259   	-     	22          	511-96-01           	                    	670-25-29           	                    	1971-11-10	BPKOPLPWXXX	BPKOPLPWXXX	www.pkobp.pl                                      	mazowieckie           	Warszawa                 	                              	                                        	      	                              	      	      	  0	10200003
 102	Powszechna Kasa Oszcz©dnoci Bank Polski SA                                                                                                 	                                                                                                    	102, 144                                          	10201055	Oddzia 5 w Warszawie                                                                                                                       	PKO O.5        	Warszawa                      	ul.Gr˘jecka 1/3                         	02-019	Warszawa                      	474   	-     	22          	570-58-00           	                    	570-58-46           	                    	1956-11-16	BPKOPLPWXXX	BPKOPLPWXXX	www.pkobp.pl                                      	mazowieckie           	Warszawa                 	                              	                                        	      	                              	      	      	  0	10200003
 102	Powszechna Kasa Oszcz©dnoci Bank Polski SA                                                                                                 	                                                                                                    	102, 144                                          	10201068	Oddzia 6 w Warszawie                                                                                                                       	PKO O.6        	Warszawa                      	ul.Puawska 15                          	00-515	Warszawa                      	-     	-     	22          	521-61-03           	                    	521-61-05           	                    	1956-11-02	BPKOPLPWXXX	BPKOPLPWXXX	www.pkobp.pl                                      	mazowieckie           	Warszawa                 	                              	                                        	      	                              	      	      	  0	10200003
 102	Powszechna Kasa Oszcz©dnoci Bank Polski SA                                                                                                 	                                                                                                    	102, 144                                          	10201097	Oddzia 9 w Warszawie                                                                                                                       	PKO O.9        	Warszawa                      	ul.Nowogrodzka 35/41                    	00-950	Warszawa                      	25    	-     	22          	525-62-39           	                    	525-66-50           	                    	1970-01-01	BPKOPLPWXXX	BPKOPLPWXXX	www.pkobp.pl                                      	mazowieckie           	Warszawa                 	                              	                                        	      	                              	      	      	  0	10200003
 102	Powszechna Kasa Oszcz©dnoci Bank Polski SA                                                                                                 	                                                                                                    	102, 144                                          	10201127	Oddzia 12 w Warszawie                                                                                                                      	PKO O.12       	Warszawa                      	ul.Korkowa 24                           	04-502	Warszawa                      	-     	-     	22          	517-75-00           	                    	812-09-38           	                    	1977-07-20	BPKOPLPWXXX	BPKOPLPWXXX	www.pkobp.pl                                      	mazowieckie           	Warszawa                 	                              	                                        	      	                              	      	      	  0	10200003
 102	Powszechna Kasa Oszcz©dnoci Bank Polski SA                                                                                                 	                                                                                                    	102, 144                                          	10201156	Oddzia 14 w Warszawie                                                                                                                      	PKO O.14       	Warszawa                      	ul.Kruczkowskiego 6                     	00-412	Warszawa                      	-     	-     	22          	537-43-33           	                    	621-08-09           	                    	1987-11-01	BPKOPLPWXXX	BPKOPLPWXXX	www.pkobp.pl                                      	mazowieckie           	Warszawa                 	                              	                                        	      	                              	      	      	  0	10200003
 102	Powszechna Kasa Oszcz©dnoci Bank Polski SA                                                                                                 	                                                                                                    	102, 144                                          	10201169	Oddzia 16 w Warszawie                                                                                                                      	PKO O.16       	Warszawa                      	ul.Wabrzyska 11                        	02-739	Warszawa                      	-     	-     	22          	549-87-00           	                    	549-87-39           	                    	1991-07-22	BPKOPLPWXXX	BPKOPLPWXXX	www.pkobp.pl                                      	mazowieckie           	Warszawa                 	                              	                                        	      	                              	      	      	  0	10200003
 102	Powszechna Kasa Oszcz©dnoci Bank Polski SA                                                                                                 	                                                                                                    	102, 144                                          	10201185	Oddzia 18 w Warszawie                                                                                                                      	PKO O.18       	Warszawa                      	ul.Skierniewicka 21                     	01-230	Warszawa                      	38    	-     	22          	534-33-02           	                    	534-33-29           	                    	1995-06-12	BPKOPLPWXXX	BPKOPLPWXXX	www.pkobp.pl                                      	mazowieckie           	Warszawa                 	                              	                                        	      	                              	      	      	  0	10200003
 102	Powszechna Kasa Oszcz©dnoci Bank Polski SA                                                                                                 	                                                                                                    	102, 144                                          	10201260	Oddzia 1 w Biaej Podlaskiej                                                                                                               	PKO O.1        	Biaa Podlaska                	ul.Pisudskiego 15                      	21-500	Biaa Podlaska                	152   	-     	83          	343-60-00           	                    	343-60-04           	                    	1954-01-01	BPKOPLPWXXX	BPKOPLPWXXX	www.pkobp.pl                                      	lubelskie             	Biaa Podlaska           	                              	                                        	      	                              	      	      	  0	10200003
 102	Powszechna Kasa Oszcz©dnoci Bank Polski SA                                                                                                 	                                                                                                    	102, 144                                          	10201332	Oddzia 1 w Biaymstoku                                                                                                                     	PKO O.1        	Biaystok                     	Rynek Kociuszki 16                     	15-426	Biaystok                     	-     	-     	85          	678-61-15           	                    	678-63-99           	                    	1994-01-01	BPKOPLPWXXX	BPKOPLPWXXX	www.pkobp.pl                                      	podlaskie             	Biaystok                	                              	                                        	      	                              	      	      	  0	10200003
 102	Powszechna Kasa Oszcz©dnoci Bank Polski SA                                                                                                 	                                                                                                    	102, 144                                          	10201390	Oddzia 1 w Bielsku-Biaej                                                                                                                  	PKO O.1        	Bielsko-Biaa                 	ul.11 Listopada 15                      	43-300	Bielsko-Biaa                 	327   	-     	33          	828-80-00           	                    	828-80-04           	                    	1953-09-07	BPKOPLPWXXX	BPKOPLPWXXX	www.pkobp.pl                                      	lĄskie               	Bielsko-Biaa            	                              	                                        	      	                              	      	      	  0	10200003
 102	Powszechna Kasa Oszcz©dnoci Bank Polski SA                                                                                                 	                                                                                                    	102, 144                                          	10201433	Oddzia 1 w Wadowicach                                                                                                                      	PKO O.1        	Wadowice                      	ul.Lwowska 20                           	34-100	Wadowice                      	162   	-     	33          	873-98-71           	873-99-82           	873-99-82           	                    	1954-06-01	BPKOPLPWXXX	BPKOPLPWXXX	www.pkobp.pl                                      	maopolskie           	wadowicki                	                              	                                        	      	                              	      	      	  0	10200003
 102	Powszechna Kasa Oszcz©dnoci Bank Polski SA                                                                                                 	                                                                                                    	102, 144                                          	10201462	Oddzia 1 w Bydgoszczy                                                                                                                      	PKO O.1        	Bydgoszcz                     	al.Gdaäska 23                           	85-005	Bydgoszcz                     	95    	-     	52          	326-11-00           	326-11-23           	326-12-30           	                    	1950-01-01	BPKOPLPWXXX	BPKOPLPWXXX	www.pkobp.pl                                      	kujawsko-pomorskie    	Bydgoszcz                	                              	                                        	      	                              	      	      	  0	10200003
 102	Powszechna Kasa Oszcz©dnoci Bank Polski SA                                                                                                 	                                                                                                    	102, 144                                          	10201475	Oddzia 2 w Bydgoszczy                                                                                                                      	PKO O.2        	Bydgoszcz                     	ul.Stary Port 1-3                       	85-950	Bydgoszcz                     	-     	-     	52          	326-51-00           	                    	326-54-12           	                    	1970-01-01	BPKOPLPWXXX	BPKOPLPWXXX	www.pkobp.pl                                      	kujawsko-pomorskie    	Bydgoszcz                	                              	                                        	      	                              	      	      	  0	10200003
 102	Powszechna Kasa Oszcz©dnoci Bank Polski SA                                                                                                 	                                                                                                    	102, 144                                          	10201491	Oddzia 1 w Chojnicach                                                                                                                      	PKO O.1        	Chojnice                      	ul.Kocierska 3D                        	89-600	Chojnice                      	54    	-     	52          	396-58-12           	396-58-20           	397-54-87           	                    	1958-03-24	BPKOPLPWXXX	BPKOPLPWXXX	www.pkobp.pl                                      	pomorskie             	chojnicki                	                              	                                        	      	                              	      	      	  0	10200003
 102	Powszechna Kasa Oszcz©dnoci Bank Polski SA                                                                                                 	                                                                                                    	102, 144                                          	10201505	Oddzia 1 w Inowrocawiu                                                                                                                    	PKO O.1        	Inowrocaw                    	ul.Kr˘lowej Jadwigi 39                  	88-100	Inowrocaw                    	93    	-     	52          	354-37-00           	354-37-12           	357-56-45           	                    	1953-09-15	BPKOPLPWXXX	BPKOPLPWXXX	www.pkobp.pl                                      	kujawsko-pomorskie    	inowrocawski            	                              	                                        	      	                              	      	      	  0	10200003
